Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,087025,1965,03,28,22.7,1,Y
IDCJAC0010,087025,1965,03,29,17.2,1,Y
IDCJAC0010,087025,1965,03,30,21.7,1,Y
IDCJAC0010,087025,1965,03,31,21.2,1,Y
IDCJAC0010,087025,1965,04,01,18.8,1,Y
IDCJAC0010,087025,1965,04,02,16.7,1,Y
IDCJAC0010,087025,1965,04,03,24.1,1,Y
IDCJAC0010,087025,1965,04,04,15.4,1,Y
IDCJAC0010,087025,1965,04,05,16.1,1,Y
IDCJAC0010,087025,1965,04,06,17.4,1,Y
IDCJAC0010,087025,1965,04,07,18.4,1,Y
IDCJAC0010,087025,1965,04,08,19.4,1,Y
IDCJAC0010,087025,1965,04,09,22.1,1,Y
IDCJAC0010,087025,1965,04,10,16.7,1,Y
IDCJAC0010,087025,1965,04,11,17.7,1,Y
IDCJAC0010,087025,1965,04,12,17.3,1,Y
IDCJAC0010,087025,1965,04,13,17.9,1,Y
IDCJAC0010,087025,1965,04,14,22.9,1,Y
IDCJAC0010,087025,1965,04,15,25.1,1,Y
IDCJAC0010,087025,1965,04,16,18.2,1,Y
IDCJAC0010,087025,1965,04,17,16.1,1,Y
IDCJAC0010,087025,1965,04,18,16.8,1,Y
IDCJAC0010,087025,1965,04,19,14.2,1,Y
IDCJAC0010,087025,1965,04,20,16.3,1,Y
IDCJAC0010,087025,1965,04,21,16.7,1,Y
IDCJAC0010,087025,1965,04,22,15.7,1,Y
IDCJAC0010,087025,1965,04,23,15.6,1,Y
IDCJAC0010,087025,1965,04,24,15.0,1,Y
IDCJAC0010,087025,1965,04,25,15.8,1,Y
IDCJAC0010,087025,1965,04,26,15.0,1,Y
IDCJAC0010,087025,1965,04,27,14.1,1,Y
IDCJAC0010,087025,1965,04,28,15.6,1,Y
IDCJAC0010,087025,1965,04,29,16.4,1,Y
IDCJAC0010,087025,1965,04,30,15.8,1,Y
IDCJAC0010,087025,1965,05,01,15.8,1,Y
IDCJAC0010,087025,1965,05,02,17.0,1,Y
